"","year","month","day","lon","lat","abundance","biomass","species_group","depth","prov_nr","provID","sub_area","SubDiv","taxa","sample_id","depth_scaled","year_f","biomass_g_m2","biomass_g_km2","biomass_kg_km2"
"14",1988,4,20,16.6849994659424,57.4099998474121,20,1.73999995,"Saduria entomon",14,3,3629,4,27,"Saduria entomon","3629_1988",-0.5849407155949,"1988",1.73999995,1739999.95,1739.99995
"15",1988,4,20,16.6849994659424,57.4099998474121,10,1.92000002,"Saduria entomon",14,2,3630,4,27,"Saduria entomon","3630_1988",-0.5849407155949,"1988",1.92000002,1920000.02,1920.00002
"16",1987,4,28,16.6849994659424,57.4099998474121,40,1.74999997,"Saduria entomon",14,5,3632,4,27,"Saduria entomon","3632_1987",-0.5849407155949,"1987",1.74999997,1749999.97,1749.99997
"17",1987,4,28,16.6849994659424,57.4099998474121,50,14.75000024,"Saduria entomon",14,4,3633,4,27,"Saduria entomon","3633_1987",-0.5849407155949,"1987",14.75000024,14750000.24,14750.00024
"18",1985,5,23,16.6849994659424,57.4099998474121,30,10.97000003,"Saduria entomon",14,1,3634,4,27,"Saduria entomon","3634_1985",-0.5849407155949,"1985",10.97000003,10970000.03,10970.00003
"19",1986,5,20,16.6849994659424,57.4099998474121,10,2.00000003,"Saduria entomon",14,5,3635,4,27,"Saduria entomon","3635_1986",-0.5849407155949,"1986",2.00000003,2000000.03,2000.00003
"20",1984,4,16,16.6849994659424,57.4099998474121,30,6.74000025,"Saduria entomon",14,5,3636,4,27,"Saduria entomon","3636_1984",-0.5849407155949,"1984",6.74000025,6740000.25,6740.00025
"21",1986,5,20,16.6849994659424,57.4099998474121,10,0.29999999,"Saduria entomon",14,3,3637,4,27,"Saduria entomon","3637_1986",-0.5849407155949,"1986",0.29999999,299999.99,299.99999
"22",1986,5,20,16.6849994659424,57.4099998474121,40,22.36000061,"Saduria entomon",14,2,3638,4,27,"Saduria entomon","3638_1986",-0.5849407155949,"1986",22.36000061,22360000.61,22360.00061
"23",1986,5,20,16.6849994659424,57.4099998474121,30,2.24999994,"Saduria entomon",14,1,3639,4,27,"Saduria entomon","3639_1986",-0.5849407155949,"1986",2.24999994,2249999.94,2249.99994
"24",1985,5,23,16.6849994659424,57.4099998474121,10,0.57999998,"Saduria entomon",14,5,3640,4,27,"Saduria entomon","3640_1985",-0.5849407155949,"1985",0.57999998,579999.98,579.99998
"25",1985,5,23,16.6849994659424,57.4099998474121,10,0.17999999,"Saduria entomon",14,4,3641,4,27,"Saduria entomon","3641_1985",-0.5849407155949,"1985",0.17999999,179999.99,179.99999
"26",1980,4,21,16.6849994659424,57.4099998474121,10,0.05,"Saduria entomon",14,2,3642,4,27,"Saduria entomon","3642_1980",-0.5849407155949,"1980",0.05,50000,50
"27",1985,5,23,16.6849994659424,57.4099998474121,20,0.7,"Saduria entomon",14,2,3643,4,27,"Saduria entomon","3643_1985",-0.5849407155949,"1985",0.7,7e+05,700
"28",1980,4,21,16.6849994659424,57.4099998474121,10,0.05,"Saduria entomon",14,3,3669,4,27,"Saduria entomon","3669_1980",-0.5849407155949,"1980",0.05,50000,50
"29",1980,4,21,16.6849994659424,57.4099998474121,20,0.05,"Saduria entomon",14,1,3671,4,27,"Saduria entomon","3671_1980",-0.5849407155949,"1980",0.05,50000,50
"30",1979,4,19,16.6849994659424,57.4099998474121,10,0.05,"Saduria entomon",14,4,3673,4,27,"Saduria entomon","3673_1979",-0.5849407155949,"1979",0.05,50000,50
"31",1979,4,19,16.6849994659424,57.4099998474121,20,0.05,"Saduria entomon",14,3,3674,4,27,"Saduria entomon","3674_1979",-0.5849407155949,"1979",0.05,50000,50
"32",1979,4,19,16.6849994659424,57.4099998474121,40,0.05,"Saduria entomon",14,2,3675,4,27,"Saduria entomon","3675_1979",-0.5849407155949,"1979",0.05,50000,50
"33",1980,4,21,16.6849994659424,57.4099998474121,10,0.05,"Saduria entomon",14,5,3678,4,27,"Saduria entomon","3678_1980",-0.5849407155949,"1980",0.05,50000,50
"34",1977,4,28,16.6849994659424,57.4099998474121,10,0.05,"Saduria entomon",14,3,3679,4,27,"Saduria entomon","3679_1977",-0.5849407155949,"1977",0.05,50000,50
"35",1977,4,28,16.6849994659424,57.4099998474121,10,0.05,"Saduria entomon",14,2,3680,4,27,"Saduria entomon","3680_1977",-0.5849407155949,"1977",0.05,50000,50
"36",1977,4,28,16.6849994659424,57.4099998474121,20,0.05,"Saduria entomon",14,1,3681,4,27,"Saduria entomon","3681_1977",-0.5849407155949,"1977",0.05,50000,50
"37",1976,5,6,16.6849994659424,57.4099998474121,10,0.05,"Saduria entomon",14,5,3682,4,27,"Saduria entomon","3682_1976",-0.5849407155949,"1976",0.05,50000,50
"38",1989,5,2,16.6849994659424,57.4099998474121,10,0.35999998,"Saduria entomon",14,2,3686,4,27,"Saduria entomon","3686_1989",-0.5849407155949,"1989",0.35999998,359999.98,359.99998
"39",1979,4,19,16.6849994659424,57.4099998474121,10,0.05,"Saduria entomon",14,1,3687,4,27,"Saduria entomon","3687_1979",-0.5849407155949,"1979",0.05,50000,50
"40",2003,5,26,16.6849994659424,57.4099998474121,20,3.14999998,"Saduria entomon",14,4,3695,4,27,"Saduria entomon","3695_2003",-0.5849407155949,"2003",3.14999998,3149999.98,3149.99998
"41",2005,5,24,16.6849994659424,57.4099998474121,10,0.02,"Saduria entomon",14,4,3705,4,27,"Saduria entomon","3705_2005",-0.5849407155949,"2005",0.02,20000,20
"42",1987,4,28,16.6849994659424,57.4099998474121,10,2.45000005,"Saduria entomon",14,1,3706,4,27,"Saduria entomon","3706_1987",-0.5849407155949,"1987",2.45000005,2450000.05,2450.00005
"43",1989,5,2,16.6849994659424,57.4099998474121,20,14.52000022,"Saduria entomon",14,3,3707,4,27,"Saduria entomon","3707_1989",-0.5849407155949,"1989",14.52000022,14520000.22,14520.00022
"44",2006,5,22,16.6849994659424,57.4099998474121,1480,10.24999976,"Saduria entomon",14,5,3708,4,27,"Saduria entomon","3708_2006",-0.5849407155949,"2006",10.24999976,10249999.76,10249.99976
"45",2005,5,24,16.6849994659424,57.4099998474121,10,0.02,"Saduria entomon",14,5,3713,4,27,"Saduria entomon","3713_2005",-0.5849407155949,"2005",0.02,20000,20
"46",2005,5,24,16.6849994659424,57.4099998474121,10,0.02,"Saduria entomon",14,3,3715,4,27,"Saduria entomon","3715_2005",-0.5849407155949,"2005",0.02,20000,20
"47",2005,5,24,16.6849994659424,57.4099998474121,10,0.02,"Saduria entomon",14,2,3716,4,27,"Saduria entomon","3716_2005",-0.5849407155949,"2005",0.02,20000,20
"48",2006,5,22,16.6849994659424,57.4099998474121,10,0.02,"Saduria entomon",14,1,3721,4,27,"Saduria entomon","3721_2006",-0.5849407155949,"2006",0.02,20000,20
"49",1992,4,22,16.6849994659424,57.4099998474121,10,0.83999999,"Saduria entomon",14,2,3723,4,27,"Saduria entomon","3723_1992",-0.5849407155949,"1992",0.83999999,839999.99,839.99999
"50",1991,4,23,16.6849994659424,57.4099998474121,10,0.44,"Saduria entomon",14,5,3725,4,27,"Saduria entomon","3725_1991",-0.5849407155949,"1991",0.44,440000,440
"51",1989,5,2,16.6849994659424,57.4099998474121,10,1.08000003,"Saduria entomon",14,5,3727,4,27,"Saduria entomon","3727_1989",-0.5849407155949,"1989",1.08000003,1080000.03,1080.00003
"52",1991,4,23,16.6849994659424,57.4099998474121,10,1.33000001,"Saduria entomon",14,2,3728,4,27,"Saduria entomon","3728_1991",-0.5849407155949,"1991",1.33000001,1330000.01,1330.00001
"53",1992,4,22,16.6849994659424,57.4099998474121,40,14.8300004,"Saduria entomon",14,3,3729,4,27,"Saduria entomon","3729_1992",-0.5849407155949,"1992",14.8300004,14830000.4,14830.0004
"54",1989,5,2,16.6849994659424,57.4099998474121,90,11.87999964,"Saduria entomon",14,4,3737,4,27,"Saduria entomon","3737_1989",-0.5849407155949,"1989",11.87999964,11879999.64,11879.99964
"55",1991,4,23,16.6849994659424,57.4099998474121,10,2.02000007,"Saduria entomon",14,1,3738,4,27,"Saduria entomon","3738_1991",-0.5849407155949,"1991",2.02000007,2020000.07,2020.00007
"56",1992,4,22,16.6849994659424,57.4099998474121,10,4.32999998,"Saduria entomon",14,4,3743,4,27,"Saduria entomon","3743_1992",-0.5849407155949,"1992",4.32999998,4329999.98,4329.99998
"57",1994,4,25,16.6849994659424,57.4099998474121,10,0.03,"Saduria entomon",14,5,3744,4,27,"Saduria entomon","3744_1994",-0.5849407155949,"1994",0.03,30000,30
"58",1994,4,25,16.6849994659424,57.4099998474121,10,0.04,"Saduria entomon",14,2,3747,4,27,"Saduria entomon","3747_1994",-0.5849407155949,"1994",0.04,40000,40
"59",1994,4,25,16.6849994659424,57.4099998474121,10,0.71999997,"Saduria entomon",14,1,3748,4,27,"Saduria entomon","3748_1994",-0.5849407155949,"1994",0.71999997,719999.97,719.99997
"60",1993,4,27,16.6849994659424,57.4099998474121,10,1.12999998,"Saduria entomon",14,3,3751,4,27,"Saduria entomon","3751_1993",-0.5849407155949,"1993",1.12999998,1129999.98,1129.99998
"61",1993,4,27,16.6849994659424,57.4099998474121,10,11.21000051,"Saduria entomon",14,1,3753,4,27,"Saduria entomon","3753_1993",-0.5849407155949,"1993",11.21000051,11210000.51,11210.00051
"62",2002,6,2,16.7086658477783,57.4278335571289,80,2.73999989,"Saduria entomon",16,2,3755,4,27,"Saduria entomon","3755_2002",-0.472719880617948,"2002",2.73999989,2739999.89,2739.99989
"63",2004,5,24,16.7086658477783,57.4278335571289,80,5.1700002,"Saduria entomon",16,4,3756,4,27,"Saduria entomon","3756_2004",-0.472719880617948,"2004",5.1700002,5170000.2,5170.0002
"64",2004,5,24,16.7086658477783,57.4278335571289,60,7.73999989,"Saduria entomon",16,3,3757,4,27,"Saduria entomon","3757_2004",-0.472719880617948,"2004",7.73999989,7739999.89,7739.99989
"65",2004,5,24,16.7086658477783,57.4278335571289,50,8.09000015,"Saduria entomon",16,2,3758,4,27,"Saduria entomon","3758_2004",-0.472719880617948,"2004",8.09000015,8090000.15,8090.00015
"66",2003,5,26,16.7086658477783,57.4278335571289,20,6.76999986,"Saduria entomon",16,5,3760,4,27,"Saduria entomon","3760_2003",-0.472719880617948,"2003",6.76999986,6769999.86,6769.99986
"67",2003,5,26,16.7086658477783,57.4278335571289,30,4.7299999,"Saduria entomon",16,4,3761,4,27,"Saduria entomon","3761_2003",-0.472719880617948,"2003",4.7299999,4729999.9,4729.9999
"68",2003,5,26,16.7086658477783,57.4278335571289,10,1.73999995,"Saduria entomon",16,3,3762,4,27,"Saduria entomon","3762_2003",-0.472719880617948,"2003",1.73999995,1739999.95,1739.99995
"69",2003,5,26,16.7086658477783,57.4278335571289,90,6.46000028,"Saduria entomon",16,2,3763,4,27,"Saduria entomon","3763_2003",-0.472719880617948,"2003",6.46000028,6460000.28,6460.00028
"70",2003,5,26,16.7086658477783,57.4278335571289,30,4.88000005,"Saduria entomon",16,1,3764,4,27,"Saduria entomon","3764_2003",-0.472719880617948,"2003",4.88000005,4880000.05,4880.00005
"71",2002,6,2,16.7086658477783,57.4278335571289,10,3.24000001,"Saduria entomon",16,4,3765,4,27,"Saduria entomon","3765_2002",-0.472719880617948,"2002",3.24000001,3240000.01,3240.00001
"72",2001,6,6,16.7086658477783,57.4278335571289,10,1.11000001,"Saduria entomon",16,5,3766,4,27,"Saduria entomon","3766_2001",-0.472719880617948,"2001",1.11000001,1110000.01,1110.00001
"73",2001,6,6,16.7086658477783,57.4278335571289,20,0.03,"Saduria entomon",16,1,3767,4,27,"Saduria entomon","3767_2001",-0.472719880617948,"2001",0.03,30000,30
"74",2004,5,24,16.7086658477783,57.4278335571289,30,4.05999988,"Saduria entomon",16,5,3768,4,27,"Saduria entomon","3768_2004",-0.472719880617948,"2004",4.05999988,4059999.88,4059.99988
"75",2002,6,2,16.7086658477783,57.4278335571289,10,0.01,"Saduria entomon",16,1,3769,4,27,"Saduria entomon","3769_2002",-0.472719880617948,"2002",0.01,10000,10
"76",2001,6,6,16.7086658477783,57.4278335571289,10,0.78000002,"Saduria entomon",16,4,3770,4,27,"Saduria entomon","3770_2001",-0.472719880617948,"2001",0.78000002,780000.02,780.00002
"77",2001,6,6,16.7086658477783,57.4278335571289,10,0.01,"Saduria entomon",16,3,3772,4,27,"Saduria entomon","3772_2001",-0.472719880617948,"2001",0.01,10000,10
"78",2002,6,2,16.7086658477783,57.4278335571289,10,0.63000001,"Saduria entomon",16,3,3773,4,27,"Saduria entomon","3773_2002",-0.472719880617948,"2002",0.63000001,630000.01,630.00001
"79",2006,5,22,16.7086658477783,57.4278335571289,40,1.05999999,"Saduria entomon",16,4,3774,4,27,"Saduria entomon","3774_2006",-0.472719880617948,"2006",1.05999999,1059999.99,1059.99999
"80",2000,5,16,16.7086658477783,57.4278335571289,10,1.20999999,"Saduria entomon",16,5,3776,4,27,"Saduria entomon","3776_2000",-0.472719880617948,"2000",1.20999999,1209999.99,1209.99999
"81",1976,5,6,16.7086658477783,57.4278335571289,10,0.05,"Saduria entomon",16,5,3779,4,27,"Saduria entomon","3779_1976",-0.472719880617948,"1976",0.05,50000,50
"82",1976,5,6,16.7086658477783,57.4278335571289,10,0.05,"Saduria entomon",16,2,3781,4,27,"Saduria entomon","3781_1976",-0.472719880617948,"1976",0.05,50000,50
"83",2006,5,22,16.7086658477783,57.4278335571289,10,0.23,"Saduria entomon",16,5,3783,4,27,"Saduria entomon","3783_2006",-0.472719880617948,"2006",0.23,230000,230
"84",2006,5,22,16.7086658477783,57.4278335571289,10,0.41000001,"Saduria entomon",16,3,3785,4,27,"Saduria entomon","3785_2006",-0.472719880617948,"2006",0.41000001,410000.01,410.00001
"85",2006,5,22,16.7086658477783,57.4278335571289,20,6.38000011,"Saduria entomon",16,2,3786,4,27,"Saduria entomon","3786_2006",-0.472719880617948,"2006",6.38000011,6380000.11,6380.00011
"86",1998,5,11,16.7086658477783,57.4278335571289,10,0.21,"Saduria entomon",16,4,3787,4,27,"Saduria entomon","3787_1998",-0.472719880617948,"1998",0.21,210000,210
"87",2006,5,22,16.7086658477783,57.4278335571289,10,0.02,"Saduria entomon",16,1,3788,4,27,"Saduria entomon","3788_2006",-0.472719880617948,"2006",0.02,20000,20
"88",2005,5,24,16.7086658477783,57.4278335571289,40,2.23000005,"Saduria entomon",16,5,3789,4,27,"Saduria entomon","3789_2005",-0.472719880617948,"2005",2.23000005,2230000.05,2230.00005
"89",2005,5,24,16.7086658477783,57.4278335571289,60,20.49000025,"Saduria entomon",16,4,3790,4,27,"Saduria entomon","3790_2005",-0.472719880617948,"2005",20.49000025,20490000.25,20490.00025
"90",2005,5,24,16.7086658477783,57.4278335571289,50,5.8099997,"Saduria entomon",16,3,3791,4,27,"Saduria entomon","3791_2005",-0.472719880617948,"2005",5.8099997,5809999.7,5809.9997
"91",2005,5,24,16.7086658477783,57.4278335571289,50,16.5199995,"Saduria entomon",16,2,3792,4,27,"Saduria entomon","3792_2005",-0.472719880617948,"2005",16.5199995,16519999.5,16519.9995
"92",1994,4,25,16.7086658477783,57.4278335571289,10,0.37,"Saduria entomon",16,3,3794,4,27,"Saduria entomon","3794_1994",-0.472719880617948,"1994",0.37,370000,370
"93",1996,4,29,16.7086658477783,57.4278335571289,10,2.94999987,"Saduria entomon",16,2,3795,4,27,"Saduria entomon","3795_1996",-0.472719880617948,"1996",2.94999987,2949999.87,2949.99987
"94",1996,4,29,16.7086658477783,57.4278335571289,20,2.48999998,"Saduria entomon",16,1,3796,4,27,"Saduria entomon","3796_1996",-0.472719880617948,"1996",2.48999998,2489999.98,2489.99998
"95",1995,4,26,16.7086658477783,57.4278335571289,30,6.8900001,"Saduria entomon",16,3,3799,4,27,"Saduria entomon","3799_1995",-0.472719880617948,"1995",6.8900001,6890000.1,6890.0001
"96",1995,4,26,16.7086658477783,57.4278335571289,10,1.09999999,"Saduria entomon",16,2,3800,4,27,"Saduria entomon","3800_1995",-0.472719880617948,"1995",1.09999999,1099999.99,1099.99999
"97",1994,4,25,16.7086658477783,57.4278335571289,10,0.21,"Saduria entomon",16,1,3802,4,27,"Saduria entomon","3802_1994",-0.472719880617948,"1994",0.21,210000,210
"98",1994,4,25,16.7086658477783,57.4278335571289,490,6.0799998,"Saduria entomon",16,4,3803,4,27,"Saduria entomon","3803_1994",-0.472719880617948,"1994",6.0799998,6079999.8,6079.9998
"99",1994,4,25,16.7086658477783,57.4278335571289,10,3.07000011,"Saduria entomon",16,2,3805,4,27,"Saduria entomon","3805_1994",-0.472719880617948,"1994",3.07000011,3070000.11,3070.00011
"100",1993,4,27,16.7086658477783,57.4278335571289,10,5.24999976,"Saduria entomon",16,3,3807,4,27,"Saduria entomon","3807_1993",-0.472719880617948,"1993",5.24999976,5249999.76,5249.99976
"101",1993,4,27,16.7086658477783,57.4278335571289,10,0.04,"Saduria entomon",16,2,3808,4,27,"Saduria entomon","3808_1993",-0.472719880617948,"1993",0.04,40000,40
"102",1993,4,27,16.7086658477783,57.4278335571289,10,6.8900001,"Saduria entomon",16,1,3809,4,27,"Saduria entomon","3809_1993",-0.472719880617948,"1993",6.8900001,6890000.1,6890.0001
"103",1991,4,23,16.7086658477783,57.4278335571289,10,0.88,"Saduria entomon",16,4,3811,4,27,"Saduria entomon","3811_1991",-0.472719880617948,"1991",0.88,880000,880
"104",1994,4,25,16.7086658477783,57.4278335571289,250,4.55000013,"Saduria entomon",16,5,3812,4,27,"Saduria entomon","3812_1994",-0.472719880617948,"1994",4.55000013,4550000.13,4550.00013
"105",1998,5,11,16.7086658477783,57.4278335571289,10,0.02,"Saduria entomon",16,3,3813,4,27,"Saduria entomon","3813_1998",-0.472719880617948,"1998",0.02,20000,20
"106",2000,5,16,16.7086658477783,57.4278335571289,10,4.21000004,"Saduria entomon",16,3,3814,4,27,"Saduria entomon","3814_2000",-0.472719880617948,"2000",4.21000004,4210000.04,4210.00004
"107",2000,5,16,16.7086658477783,57.4278335571289,10,0.01,"Saduria entomon",16,1,3816,4,27,"Saduria entomon","3816_2000",-0.472719880617948,"2000",0.01,10000,10
"108",1999,5,12,16.7086658477783,57.4278335571289,20,8.90999973,"Saduria entomon",16,3,3819,4,27,"Saduria entomon","3819_1999",-0.472719880617948,"1999",8.90999973,8909999.73,8909.99973
"109",1996,4,29,16.7086658477783,57.4278335571289,10,2.03999996,"Saduria entomon",16,3,3821,4,27,"Saduria entomon","3821_1996",-0.472719880617948,"1996",2.03999996,2039999.96,2039.99996
"110",1998,5,11,16.7086658477783,57.4278335571289,20,4.00999993,"Saduria entomon",16,5,3822,4,27,"Saduria entomon","3822_1998",-0.472719880617948,"1998",4.00999993,4009999.93,4009.99993
"111",1998,5,11,16.7086658477783,57.4278335571289,20,3.2100001,"Saduria entomon",16,1,3825,4,27,"Saduria entomon","3825_1998",-0.472719880617948,"1998",3.2100001,3210000.1,3210.0001
"112",1997,5,5,16.7086658477783,57.4278335571289,10,0.23,"Saduria entomon",16,3,3828,4,27,"Saduria entomon","3828_1997",-0.472719880617948,"1997",0.23,230000,230
"113",1997,5,5,16.7086658477783,57.4278335571289,20,0.37,"Saduria entomon",16,1,3830,4,27,"Saduria entomon","3830_1997",-0.472719880617948,"1997",0.37,370000,370
"114",2000,5,16,16.7086658477783,57.4278335571289,60,2.03999996,"Saduria entomon",16,4,3831,4,27,"Saduria entomon","3831_2000",-0.472719880617948,"2000",2.03999996,2039999.96,2039.99996
"115",1987,4,28,16.7086658477783,57.4278335571289,60,13.04999948,"Saduria entomon",16,2,3833,4,27,"Saduria entomon","3833_1987",-0.472719880617948,"1987",13.04999948,13049999.48,13049.99948
"116",1988,4,20,16.7086658477783,57.4278335571289,30,0.45000002,"Saduria entomon",16,5,3834,4,27,"Saduria entomon","3834_1988",-0.472719880617948,"1988",0.45000002,450000.02,450.00002
"117",1988,4,20,16.7086658477783,57.4278335571289,20,0.97999997,"Saduria entomon",16,4,3835,4,27,"Saduria entomon","3835_1988",-0.472719880617948,"1988",0.97999997,979999.97,979.99997
"118",1988,4,20,16.7086658477783,57.4278335571289,70,4.44000006,"Saduria entomon",16,3,3836,4,27,"Saduria entomon","3836_1988",-0.472719880617948,"1988",4.44000006,4440000.06,4440.00006
"119",1988,4,20,16.7086658477783,57.4278335571289,30,2.22000003,"Saduria entomon",16,2,3837,4,27,"Saduria entomon","3837_1988",-0.472719880617948,"1988",2.22000003,2220000.03,2220.00003
"120",1988,4,20,16.7086658477783,57.4278335571289,50,2.77999997,"Saduria entomon",16,1,3838,4,27,"Saduria entomon","3838_1988",-0.472719880617948,"1988",2.77999997,2779999.97,2779.99997
"121",1987,4,28,16.7086658477783,57.4278335571289,40,6.94999993,"Saduria entomon",16,5,3839,4,27,"Saduria entomon","3839_1987",-0.472719880617948,"1987",6.94999993,6949999.93,6949.99993
"122",1987,4,28,16.7086658477783,57.4278335571289,70,6.74000025,"Saduria entomon",16,3,3841,4,27,"Saduria entomon","3841_1987",-0.472719880617948,"1987",6.74000025,6740000.25,6740.00025
"123",1989,5,2,16.7086658477783,57.4278335571289,40,4.51999992,"Saduria entomon",16,3,3842,4,27,"Saduria entomon","3842_1989",-0.472719880617948,"1989",4.51999992,4519999.92,4519.99992
"124",1987,4,28,16.7086658477783,57.4278335571289,30,7.99000025,"Saduria entomon",16,1,3843,4,27,"Saduria entomon","3843_1987",-0.472719880617948,"1987",7.99000025,7990000.25,7990.00025
"125",1986,5,20,16.7086658477783,57.4278335571289,40,1.44999996,"Saduria entomon",16,4,3845,4,27,"Saduria entomon","3845_1986",-0.472719880617948,"1986",1.44999996,1449999.96,1449.99996
"126",1986,5,20,16.7086658477783,57.4278335571289,30,1.33000001,"Saduria entomon",16,3,3846,4,27,"Saduria entomon","3846_1986",-0.472719880617948,"1986",1.33000001,1330000.01,1330.00001
"127",1987,4,28,16.7086658477783,57.4278335571289,50,0.75000003,"Saduria entomon",16,4,3849,4,27,"Saduria entomon","3849_1987",-0.472719880617948,"1987",0.75000003,750000.03,750.00003
"128",1990,4,19,16.7086658477783,57.4278335571289,70,8.87000024,"Saduria entomon",16,5,3850,4,27,"Saduria entomon","3850_1990",-0.472719880617948,"1990",8.87000024,8870000.24,8870.00024
"129",1992,4,22,16.7086658477783,57.4278335571289,20,3.51999998,"Saduria entomon",16,3,3853,4,27,"Saduria entomon","3853_1992",-0.472719880617948,"1992",3.51999998,3519999.98,3519.99998
"130",1992,4,22,16.7086658477783,57.4278335571289,10,2.84000009,"Saduria entomon",16,2,3854,4,27,"Saduria entomon","3854_1992",-0.472719880617948,"1992",2.84000009,2840000.09,2840.00009
"131",1991,4,23,16.7086658477783,57.4278335571289,40,2.09999993,"Saduria entomon",16,5,3856,4,27,"Saduria entomon","3856_1991",-0.472719880617948,"1991",2.09999993,2099999.93,2099.99993
"132",1989,5,2,16.7086658477783,57.4278335571289,110,5.6400001,"Saduria entomon",16,1,3857,4,27,"Saduria entomon","3857_1989",-0.472719880617948,"1989",5.6400001,5640000.1,5640.0001
"133",1991,4,23,16.7086658477783,57.4278335571289,30,1.80000007,"Saduria entomon",16,1,3858,4,27,"Saduria entomon","3858_1991",-0.472719880617948,"1991",1.80000007,1800000.07,1800.00007
"134",1977,4,28,16.7086658477783,57.4278335571289,10,0.05,"Saduria entomon",16,4,3859,4,27,"Saduria entomon","3859_1977",-0.472719880617948,"1977",0.05,50000,50
"135",1990,4,19,16.7086658477783,57.4278335571289,10,0.12,"Saduria entomon",16,4,3860,4,27,"Saduria entomon","3860_1990",-0.472719880617948,"1990",0.12,120000,120
"136",1990,4,19,16.7086658477783,57.4278335571289,30,1.97999999,"Saduria entomon",16,3,3861,4,27,"Saduria entomon","3861_1990",-0.472719880617948,"1990",1.97999999,1979999.99,1979.99999
"137",1990,4,19,16.7086658477783,57.4278335571289,60,8.70000005,"Saduria entomon",16,2,3862,4,27,"Saduria entomon","3862_1990",-0.472719880617948,"1990",8.70000005,8700000.05,8700.00005
"138",1990,4,19,16.7086658477783,57.4278335571289,70,3.38999987,"Saduria entomon",16,1,3863,4,27,"Saduria entomon","3863_1990",-0.472719880617948,"1990",3.38999987,3389999.87,3389.99987
"139",1989,5,2,16.7086658477783,57.4278335571289,80,1.96999997,"Saduria entomon",16,5,3864,4,27,"Saduria entomon","3864_1989",-0.472719880617948,"1989",1.96999997,1969999.97,1969.99997
"140",1989,5,2,16.7086658477783,57.4278335571289,40,0.90999998,"Saduria entomon",16,2,3866,4,27,"Saduria entomon","3866_1989",-0.472719880617948,"1989",0.90999998,909999.98,909.99998
"141",1991,4,23,16.7086658477783,57.4278335571289,20,7.35000014,"Saduria entomon",16,3,3867,4,27,"Saduria entomon","3867_1991",-0.472719880617948,"1991",7.35000014,7350000.14,7350.00014
"142",1982,4,21,16.7086658477783,57.4278335571289,10,0.05,"Saduria entomon",16,4,3869,4,27,"Saduria entomon","3869_1982",-0.472719880617948,"1982",0.05,50000,50
"143",1982,4,21,16.7086658477783,57.4278335571289,10,0.05,"Saduria entomon",16,1,3871,4,27,"Saduria entomon","3871_1982",-0.472719880617948,"1982",0.05,50000,50
