"","year","month","day","lon","lat","abundance","biomass","species_group","depth","prov_nr","provID","sub_area","taxa","sample_id","depth_scaled","year_f","biomass_g_m2","biomass_g_km2","biomass_kg_km2"
"34",1985,5,23,16.6849994659424,57.4099998474121,420,32.07000017,"Limecola balthica",14,5,3640,27,"Limecola balthica","3640_1985",-0.5849407155949,"1985",32.07000017,32070000.17,32070.00017
"35",1985,5,23,16.6849994659424,57.4099998474121,390,62.36999989,"Limecola balthica",14,4,3641,27,"Limecola balthica","3641_1985",-0.5849407155949,"1985",62.36999989,62369999.89,62369.99989
"36",1980,4,21,16.6849994659424,57.4099998474121,260,0.05,"Limecola balthica",14,2,3642,27,"Limecola balthica","3642_1980",-0.5849407155949,"1980",0.05,50000,50
"37",1985,5,23,16.6849994659424,57.4099998474121,220,29.93000031,"Limecola balthica",14,2,3643,27,"Limecola balthica","3643_1985",-0.5849407155949,"1985",29.93000031,29930000.31,29930.00031
"38",1981,5,11,16.6849994659424,57.4099998474121,10,0.05,"Limecola balthica",14,1,3644,27,"Limecola balthica","3644_1981",-0.5849407155949,"1981",0.05,50000,50
"39",1987,4,28,16.6849994659424,57.4099998474121,340,66.32999897,"Limecola balthica",14,2,3645,27,"Limecola balthica","3645_1987",-0.5849407155949,"1987",66.32999897,66329998.97,66329.99897
"40",2001,5,30,16.6849994659424,57.4099998474121,60,10.97000003,"Limecola balthica",14,3,3646,27,"Limecola balthica","3646_2001",-0.5849407155949,"2001",10.97000003,10970000.03,10970.00003
"41",1980,4,21,16.6849994659424,57.4099998474121,10,0.05,"Limecola balthica",14,4,3647,27,"Limecola balthica","3647_1980",-0.5849407155949,"1980",0.05,50000,50
"42",1999,5,17,16.6849994659424,57.4099998474121,140,37.98000097,"Limecola balthica",14,2,3648,27,"Limecola balthica","3648_1999",-0.5849407155949,"1999",37.98000097,37980000.97,37980.00097
"43",1999,5,17,16.6849994659424,57.4099998474121,130,31.90000057,"Limecola balthica",14,3,3649,27,"Limecola balthica","3649_1999",-0.5849407155949,"1999",31.90000057,31900000.57,31900.00057
"44",2002,6,6,16.6849994659424,57.4099998474121,180,0.12,"Limecola balthica",14,5,3650,27,"Limecola balthica","3650_2002",-0.5849407155949,"2002",0.12,120000,120
"45",2002,6,6,16.6849994659424,57.4099998474121,40,0.03,"Limecola balthica",14,4,3651,27,"Limecola balthica","3651_2002",-0.5849407155949,"2002",0.03,30000,30
"46",2002,6,6,16.6849994659424,57.4099998474121,230,0.16000001,"Limecola balthica",14,3,3652,27,"Limecola balthica","3652_2002",-0.5849407155949,"2002",0.16000001,160000.01,160.00001
"47",2002,6,6,16.6849994659424,57.4099998474121,350,0.28999999,"Limecola balthica",14,2,3653,27,"Limecola balthica","3653_2002",-0.5849407155949,"2002",0.28999999,289999.99,289.99999
"48",2002,6,6,16.6849994659424,57.4099998474121,570,0.45000002,"Limecola balthica",14,1,3654,27,"Limecola balthica","3654_2002",-0.5849407155949,"2002",0.45000002,450000.02,450.00002
"49",1987,4,28,16.6849994659424,57.4099998474121,440,137.4699974,"Limecola balthica",14,3,3655,27,"Limecola balthica","3655_1987",-0.5849407155949,"1987",137.4699974,137469997.4,137469.9974
"50",2001,5,30,16.6849994659424,57.4099998474121,90,12.38999963,"Limecola balthica",14,4,3656,27,"Limecola balthica","3656_2001",-0.5849407155949,"2001",12.38999963,12389999.63,12389.99963
"51",1998,5,8,16.6849994659424,57.4099998474121,100,20.06999969,"Limecola balthica",14,4,3657,27,"Limecola balthica","3657_1998",-0.5849407155949,"1998",20.06999969,20069999.69,20069.99969
"52",1999,5,17,16.6849994659424,57.4099998474121,130,33.94999981,"Limecola balthica",14,4,3659,27,"Limecola balthica","3659_1999",-0.5849407155949,"1999",33.94999981,33949999.81,33949.99981
"53",2000,5,15,16.6849994659424,57.4099998474121,90,24.11000013,"Limecola balthica",14,5,3661,27,"Limecola balthica","3661_2000",-0.5849407155949,"2000",24.11000013,24110000.13,24110.00013
"54",2000,5,15,16.6849994659424,57.4099998474121,110,25.69999933,"Limecola balthica",14,4,3662,27,"Limecola balthica","3662_2000",-0.5849407155949,"2000",25.69999933,25699999.33,25699.99933
"55",2000,5,15,16.6849994659424,57.4099998474121,180,39.70000029,"Limecola balthica",14,3,3663,27,"Limecola balthica","3663_2000",-0.5849407155949,"2000",39.70000029,39700000.29,39700.00029
"56",2000,5,15,16.6849994659424,57.4099998474121,50,12.99000025,"Limecola balthica",14,2,3664,27,"Limecola balthica","3664_2000",-0.5849407155949,"2000",12.99000025,12990000.25,12990.00025
"57",2000,5,15,16.6849994659424,57.4099998474121,30,7.7700001,"Limecola balthica",14,1,3665,27,"Limecola balthica","3665_2000",-0.5849407155949,"2000",7.7700001,7770000.1,7770.0001
"58",2001,5,30,16.6849994659424,57.4099998474121,40,6.97000027,"Limecola balthica",14,5,3666,27,"Limecola balthica","3666_2001",-0.5849407155949,"2001",6.97000027,6970000.27,6970.00027
"59",1977,4,28,16.6849994659424,57.4099998474121,10,0.05,"Limecola balthica",14,4,3667,27,"Limecola balthica","3667_1977",-0.5849407155949,"1977",0.05,50000,50
"60",1976,5,6,16.6849994659424,57.4099998474121,110,0.05,"Limecola balthica",14,1,3668,27,"Limecola balthica","3668_1976",-0.5849407155949,"1976",0.05,50000,50
"61",1999,5,17,16.6849994659424,57.4099998474121,240,51.42000198,"Limecola balthica",14,5,3670,27,"Limecola balthica","3670_1999",-0.5849407155949,"1999",51.42000198,51420001.98,51420.00198
"62",1980,4,21,16.6849994659424,57.4099998474121,310,0.05,"Limecola balthica",14,1,3671,27,"Limecola balthica","3671_1980",-0.5849407155949,"1980",0.05,50000,50
"63",1979,4,19,16.6849994659424,57.4099998474121,30,0.05,"Limecola balthica",14,5,3672,27,"Limecola balthica","3672_1979",-0.5849407155949,"1979",0.05,50000,50
"64",1979,4,19,16.6849994659424,57.4099998474121,220,0.05,"Limecola balthica",14,4,3673,27,"Limecola balthica","3673_1979",-0.5849407155949,"1979",0.05,50000,50
"65",1979,4,19,16.6849994659424,57.4099998474121,50,0.05,"Limecola balthica",14,3,3674,27,"Limecola balthica","3674_1979",-0.5849407155949,"1979",0.05,50000,50
"66",1979,4,19,16.6849994659424,57.4099998474121,260,0.05,"Limecola balthica",14,2,3675,27,"Limecola balthica","3675_1979",-0.5849407155949,"1979",0.05,50000,50
"67",1999,5,17,16.6849994659424,57.4099998474121,90,16.26000047,"Limecola balthica",14,1,3676,27,"Limecola balthica","3676_1999",-0.5849407155949,"1999",16.26000047,16260000.47,16260.00047
"68",1977,4,28,16.6849994659424,57.4099998474121,200,0.05,"Limecola balthica",14,2,3680,27,"Limecola balthica","3680_1977",-0.5849407155949,"1977",0.05,50000,50
"69",1977,4,28,16.6849994659424,57.4099998474121,20,0.05,"Limecola balthica",14,1,3681,27,"Limecola balthica","3681_1977",-0.5849407155949,"1977",0.05,50000,50
"70",1976,5,6,16.6849994659424,57.4099998474121,130,0.05,"Limecola balthica",14,5,3682,27,"Limecola balthica","3682_1976",-0.5849407155949,"1976",0.05,50000,50
"71",1976,5,6,16.6849994659424,57.4099998474121,140,0.05,"Limecola balthica",14,4,3683,27,"Limecola balthica","3683_1976",-0.5849407155949,"1976",0.05,50000,50
"72",1976,5,6,16.6849994659424,57.4099998474121,140,0.05,"Limecola balthica",14,2,3685,27,"Limecola balthica","3685_1976",-0.5849407155949,"1976",0.05,50000,50
"73",1989,5,2,16.6849994659424,57.4099998474121,480,151.6300011,"Limecola balthica",14,2,3686,27,"Limecola balthica","3686_1989",-0.5849407155949,"1989",151.6300011,151630001.1,151630.0011
"74",1979,4,19,16.6849994659424,57.4099998474121,260,0.05,"Limecola balthica",14,1,3687,27,"Limecola balthica","3687_1979",-0.5849407155949,"1979",0.05,50000,50
"75",1997,5,5,16.6849994659424,57.4099998474121,160,22.86999941,"Limecola balthica",14,3,3688,27,"Limecola balthica","3688_1997",-0.5849407155949,"1997",22.86999941,22869999.41,22869.99941
"76",1996,4,29,16.6849994659424,57.4099998474121,490,33.55000019,"Limecola balthica",14,1,3689,27,"Limecola balthica","3689_1996",-0.5849407155949,"1996",33.55000019,33550000.19,33550.00019
"77",2003,5,26,16.6849994659424,57.4099998474121,1860,42.85999775,"Limecola balthica",14,2,3690,27,"Limecola balthica","3690_2003",-0.5849407155949,"2003",42.85999775,42859997.75,42859.99775
"78",2003,5,26,16.6849994659424,57.4099998474121,1540,21.21000051,"Limecola balthica",14,1,3691,27,"Limecola balthica","3691_2003",-0.5849407155949,"2003",21.21000051,21210000.51,21210.00051
"79",1998,5,8,16.6849994659424,57.4099998474121,100,28.42000008,"Limecola balthica",14,3,3692,27,"Limecola balthica","3692_1998",-0.5849407155949,"1998",28.42000008,28420000.08,28420.00008
"80",1998,5,8,16.6849994659424,57.4099998474121,140,41.14999771,"Limecola balthica",14,2,3693,27,"Limecola balthica","3693_1998",-0.5849407155949,"1998",41.14999771,41149997.71,41149.99771
"81",1998,5,8,16.6849994659424,57.4099998474121,50,13.43999982,"Limecola balthica",14,1,3694,27,"Limecola balthica","3694_1998",-0.5849407155949,"1998",13.43999982,13439999.82,13439.99982
"82",2003,5,26,16.6849994659424,57.4099998474121,690,15.55999994,"Limecola balthica",14,4,3695,27,"Limecola balthica","3695_2003",-0.5849407155949,"2003",15.55999994,15559999.94,15559.99994
"83",1997,5,5,16.6849994659424,57.4099998474121,400,71.84000015,"Limecola balthica",14,4,3696,27,"Limecola balthica","3696_1997",-0.5849407155949,"1997",71.84000015,71840000.15,71840.00015
"84",2004,5,24,16.6849994659424,57.4099998474121,70,9.87999976,"Limecola balthica",14,1,3697,27,"Limecola balthica","3697_2004",-0.5849407155949,"2004",9.87999976,9879999.76,9879.99976
"85",1997,5,5,16.6849994659424,57.4099998474121,260,37.07000017,"Limecola balthica",14,2,3698,27,"Limecola balthica","3698_1997",-0.5849407155949,"1997",37.07000017,37070000.17,37070.00017
"86",1997,5,5,16.6849994659424,57.4099998474121,340,42.32999802,"Limecola balthica",14,1,3699,27,"Limecola balthica","3699_1997",-0.5849407155949,"1997",42.32999802,42329998.02,42329.99802
"87",1996,4,29,16.6849994659424,57.4099998474121,390,35.06999969,"Limecola balthica",14,5,3700,27,"Limecola balthica","3700_1996",-0.5849407155949,"1996",35.06999969,35069999.69,35069.99969
"88",1996,4,29,16.6849994659424,57.4099998474121,630,40.37000179,"Limecola balthica",14,4,3701,27,"Limecola balthica","3701_1996",-0.5849407155949,"1996",40.37000179,40370001.79,40370.00179
"89",1996,4,29,16.6849994659424,57.4099998474121,430,32.07999945,"Limecola balthica",14,3,3702,27,"Limecola balthica","3702_1996",-0.5849407155949,"1996",32.07999945,32079999.45,32079.99945
"90",1996,4,29,16.6849994659424,57.4099998474121,730,43.35999966,"Limecola balthica",14,2,3703,27,"Limecola balthica","3703_1996",-0.5849407155949,"1996",43.35999966,43359999.66,43359.99966
"91",1997,5,5,16.6849994659424,57.4099998474121,190,43.83999825,"Limecola balthica",14,5,3704,27,"Limecola balthica","3704_1997",-0.5849407155949,"1997",43.83999825,43839998.25,43839.99825
"92",2005,5,24,16.6849994659424,57.4099998474121,560,19.40000057,"Limecola balthica",14,4,3705,27,"Limecola balthica","3705_2005",-0.5849407155949,"2005",19.40000057,19400000.57,19400.00057
"93",1987,4,28,16.6849994659424,57.4099998474121,690,145.9200001,"Limecola balthica",14,1,3706,27,"Limecola balthica","3706_1987",-0.5849407155949,"1987",145.9200001,145920000.1,145920.0001
"94",1989,5,2,16.6849994659424,57.4099998474121,430,184.8999977,"Limecola balthica",14,3,3707,27,"Limecola balthica","3707_1989",-0.5849407155949,"1989",184.8999977,184899997.7,184899.9977
"95",2006,5,22,16.6849994659424,57.4099998474121,240,23.15000057,"Limecola balthica",14,5,3708,27,"Limecola balthica","3708_2006",-0.5849407155949,"2006",23.15000057,23150000.57,23150.00057
"96",2006,5,22,16.6849994659424,57.4099998474121,300,36.07000113,"Limecola balthica",14,4,3709,27,"Limecola balthica","3709_2006",-0.5849407155949,"2006",36.07000113,36070001.13,36070.00113
"97",2006,5,22,16.6849994659424,57.4099998474121,360,38.45999956,"Limecola balthica",14,3,3710,27,"Limecola balthica","3710_2006",-0.5849407155949,"2006",38.45999956,38459999.56,38459.99956
"98",2006,5,22,16.6849994659424,57.4099998474121,450,37.33999968,"Limecola balthica",14,2,3711,27,"Limecola balthica","3711_2006",-0.5849407155949,"2006",37.33999968,37339999.68,37339.99968
"99",2003,5,26,16.6849994659424,57.4099998474121,890,14.78999972,"Limecola balthica",14,3,3712,27,"Limecola balthica","3712_2003",-0.5849407155949,"2003",14.78999972,14789999.72,14789.99972
"100",2005,5,24,16.6849994659424,57.4099998474121,580,19.75999951,"Limecola balthica",14,5,3713,27,"Limecola balthica","3713_2005",-0.5849407155949,"2005",19.75999951,19759999.51,19759.99951
"101",2003,5,26,16.6849994659424,57.4099998474121,740,16.97999954,"Limecola balthica",14,5,3714,27,"Limecola balthica","3714_2003",-0.5849407155949,"2003",16.97999954,16979999.54,16979.99954
"102",2005,5,24,16.6849994659424,57.4099998474121,350,26.73000097,"Limecola balthica",14,3,3715,27,"Limecola balthica","3715_2005",-0.5849407155949,"2005",26.73000097,26730000.97,26730.00097
"103",2005,5,24,16.6849994659424,57.4099998474121,140,8.32000017,"Limecola balthica",14,2,3716,27,"Limecola balthica","3716_2005",-0.5849407155949,"2005",8.32000017,8320000.17,8320.00017
"104",2005,5,24,16.6849994659424,57.4099998474121,720,24.99000072,"Limecola balthica",14,1,3717,27,"Limecola balthica","3717_2005",-0.5849407155949,"2005",24.99000072,24990000.72,24990.00072
"105",2004,5,24,16.6849994659424,57.4099998474121,90,5.47999978,"Limecola balthica",14,5,3718,27,"Limecola balthica","3718_2004",-0.5849407155949,"2004",5.47999978,5479999.78,5479.99978
"106",2004,5,24,16.6849994659424,57.4099998474121,80,4.9000001,"Limecola balthica",14,4,3719,27,"Limecola balthica","3719_2004",-0.5849407155949,"2004",4.9000001,4900000.1,4900.0001
"107",2004,5,24,16.6849994659424,57.4099998474121,80,5.63000023,"Limecola balthica",14,3,3720,27,"Limecola balthica","3720_2004",-0.5849407155949,"2004",5.63000023,5630000.23,5630.00023
"108",2006,5,22,16.6849994659424,57.4099998474121,540,53.46000195,"Limecola balthica",14,1,3721,27,"Limecola balthica","3721_2006",-0.5849407155949,"2006",53.46000195,53460001.95,53460.00195
"109",1990,4,19,16.6849994659424,57.4099998474121,160,68.09999943,"Limecola balthica",14,4,3722,27,"Limecola balthica","3722_1990",-0.5849407155949,"1990",68.09999943,68099999.43,68099.99943
"110",1992,4,22,16.6849994659424,57.4099998474121,50,3.1400001,"Limecola balthica",14,2,3723,27,"Limecola balthica","3723_1992",-0.5849407155949,"1992",3.1400001,3140000.1,3140.0001
"111",1991,4,23,16.6849994659424,57.4099998474121,270,28.88000011,"Limecola balthica",14,5,3725,27,"Limecola balthica","3725_1991",-0.5849407155949,"1991",28.88000011,28880000.11,28880.00011
"112",1991,4,23,16.6849994659424,57.4099998474121,330,119.2199993,"Limecola balthica",14,4,3726,27,"Limecola balthica","3726_1991",-0.5849407155949,"1991",119.2199993,119219999.3,119219.9993
"113",1989,5,2,16.6849994659424,57.4099998474121,620,206.9199944,"Limecola balthica",14,5,3727,27,"Limecola balthica","3727_1989",-0.5849407155949,"1989",206.9199944,206919994.4,206919.9944
"114",1991,4,23,16.6849994659424,57.4099998474121,300,76.71999931,"Limecola balthica",14,2,3728,27,"Limecola balthica","3728_1991",-0.5849407155949,"1991",76.71999931,76719999.31,76719.99931
"115",1992,4,22,16.6849994659424,57.4099998474121,10,0.2,"Limecola balthica",14,3,3729,27,"Limecola balthica","3729_1992",-0.5849407155949,"1992",0.2,2e+05,200
"116",1990,4,19,16.6849994659424,57.4099998474121,200,94.87999916,"Limecola balthica",14,5,3730,27,"Limecola balthica","3730_1990",-0.5849407155949,"1990",94.87999916,94879999.16,94879.99916
"117",1991,4,23,16.6849994659424,57.4099998474121,120,21.25999928,"Limecola balthica",14,3,3731,27,"Limecola balthica","3731_1991",-0.5849407155949,"1991",21.25999928,21259999.28,21259.99928
"118",1990,4,19,16.6849994659424,57.4099998474121,200,82.95000076,"Limecola balthica",14,3,3732,27,"Limecola balthica","3732_1990",-0.5849407155949,"1990",82.95000076,82950000.76,82950.00076
"119",1990,4,19,16.6849994659424,57.4099998474121,450,175.7699966,"Limecola balthica",14,2,3733,27,"Limecola balthica","3733_1990",-0.5849407155949,"1990",175.7699966,175769996.6,175769.9966
"120",1990,4,19,16.6849994659424,57.4099998474121,540,161.2000084,"Limecola balthica",14,1,3734,27,"Limecola balthica","3734_1990",-0.5849407155949,"1990",161.2000084,161200008.4,161200.0084
"121",1995,4,25,16.6849994659424,57.4099998474121,90,1.69,"Limecola balthica",14,5,3735,27,"Limecola balthica","3735_1995",-0.5849407155949,"1995",1.69,1690000,1690
"122",2004,5,24,16.6849994659424,57.4099998474121,770,17.38999963,"Limecola balthica",14,2,3736,27,"Limecola balthica","3736_2004",-0.5849407155949,"2004",17.38999963,17389999.63,17389.99963
"123",1989,5,2,16.6849994659424,57.4099998474121,520,177.8300095,"Limecola balthica",14,4,3737,27,"Limecola balthica","3737_1989",-0.5849407155949,"1989",177.8300095,177830009.5,177830.0095
"124",1991,4,23,16.6849994659424,57.4099998474121,280,74.34000015,"Limecola balthica",14,1,3738,27,"Limecola balthica","3738_1991",-0.5849407155949,"1991",74.34000015,74340000.15,74340.00015
"125",1995,4,25,16.6849994659424,57.4099998474121,470,13.17000031,"Limecola balthica",14,1,3739,27,"Limecola balthica","3739_1995",-0.5849407155949,"1995",13.17000031,13170000.31,13170.00031
"126",1995,4,25,16.6849994659424,57.4099998474121,120,0.88,"Limecola balthica",14,4,3740,27,"Limecola balthica","3740_1995",-0.5849407155949,"1995",0.88,880000,880
"127",1995,4,25,16.6849994659424,57.4099998474121,80,1.19999997,"Limecola balthica",14,3,3741,27,"Limecola balthica","3741_1995",-0.5849407155949,"1995",1.19999997,1199999.97,1199.99997
"128",1995,4,25,16.6849994659424,57.4099998474121,250,4.53999996,"Limecola balthica",14,2,3742,27,"Limecola balthica","3742_1995",-0.5849407155949,"1995",4.53999996,4539999.96,4539.99996
"129",1994,4,25,16.6849994659424,57.4099998474121,100,16.94000006,"Limecola balthica",14,5,3744,27,"Limecola balthica","3744_1994",-0.5849407155949,"1994",16.94000006,16940000.06,16940.00006
"130",1994,4,25,16.6849994659424,57.4099998474121,60,1.34000003,"Limecola balthica",14,4,3745,27,"Limecola balthica","3745_1994",-0.5849407155949,"1994",1.34000003,1340000.03,1340.00003
"131",1994,4,25,16.6849994659424,57.4099998474121,220,7.73999989,"Limecola balthica",14,3,3746,27,"Limecola balthica","3746_1994",-0.5849407155949,"1994",7.73999989,7739999.89,7739.99989
"132",1994,4,25,16.6849994659424,57.4099998474121,110,15.18000007,"Limecola balthica",14,2,3747,27,"Limecola balthica","3747_1994",-0.5849407155949,"1994",15.18000007,15180000.07,15180.00007
"133",1994,4,25,16.6849994659424,57.4099998474121,50,6.83000028,"Limecola balthica",14,1,3748,27,"Limecola balthica","3748_1994",-0.5849407155949,"1994",6.83000028,6830000.28,6830.00028
"134",1993,4,27,16.6849994659424,57.4099998474121,10,0.03,"Limecola balthica",14,5,3749,27,"Limecola balthica","3749_1993",-0.5849407155949,"1993",0.03,30000,30
"135",1993,4,27,16.6849994659424,57.4099998474121,140,45.59000015,"Limecola balthica",14,4,3750,27,"Limecola balthica","3750_1993",-0.5849407155949,"1993",45.59000015,45590000.15,45590.00015
"136",1993,4,27,16.6849994659424,57.4099998474121,140,49.86000061,"Limecola balthica",14,3,3751,27,"Limecola balthica","3751_1993",-0.5849407155949,"1993",49.86000061,49860000.61,49860.00061
"137",1993,4,27,16.6849994659424,57.4099998474121,20,8.11999977,"Limecola balthica",14,2,3752,27,"Limecola balthica","3752_1993",-0.5849407155949,"1993",8.11999977,8119999.77,8119.99977
"138",1993,4,27,16.6849994659424,57.4099998474121,30,1.56000003,"Limecola balthica",14,1,3753,27,"Limecola balthica","3753_1993",-0.5849407155949,"1993",1.56000003,1560000.03,1560.00003
"139",2002,6,2,16.7086658477783,57.4278335571289,320,32.60999918,"Limecola balthica",16,2,3755,27,"Limecola balthica","3755_2002",-0.472719880617948,"2002",32.60999918,32609999.18,32609.99918
"140",2004,5,24,16.7086658477783,57.4278335571289,270,45.71000099,"Limecola balthica",16,4,3756,27,"Limecola balthica","3756_2004",-0.472719880617948,"2004",45.71000099,45710000.99,45710.00099
"141",2004,5,24,16.7086658477783,57.4278335571289,650,43.01000118,"Limecola balthica",16,3,3757,27,"Limecola balthica","3757_2004",-0.472719880617948,"2004",43.01000118,43010001.18,43010.00118
"142",2004,5,24,16.7086658477783,57.4278335571289,310,54.00000095,"Limecola balthica",16,2,3758,27,"Limecola balthica","3758_2004",-0.472719880617948,"2004",54.00000095,54000000.95,54000.00095
"143",2004,5,24,16.7086658477783,57.4278335571289,70,24.10000086,"Limecola balthica",16,1,3759,27,"Limecola balthica","3759_2004",-0.472719880617948,"2004",24.10000086,24100000.86,24100.00086
"144",2003,5,26,16.7086658477783,57.4278335571289,620,91.73000336,"Limecola balthica",16,5,3760,27,"Limecola balthica","3760_2003",-0.472719880617948,"2003",91.73000336,91730003.36,91730.00336
